participant_id,track_id,full_response_text
189,b,"The anime series 'Sword Art Online'. It was from a long time favourite singer of mine and upon hearing it for the first time I already knew how much I'd enjoy listening to it again. Relatable lyrics, interesting timbre choice for the synths, heavy bass and drums, well mixed considering the instrumentation and has a nice melody. Yes reminds me of watching the aforementioned show due to its lyrical content."
190,a,"It's really cool! Because I like listening to it and it's a track I really enjoying playing in the band I'm in as well I like the style of music, the beat and the bass line and it's a feel good song, to me Yes. It reminds me of being on stage with the band and the type of music I love to play"
190,b,"It's lovely I'm a big fan of Beth Hart and have a lot of her music saved on the device I enjoy all of her music because she is a great singer and musician but prefer her more bluesy/rock style. This song is more of a ballad. I like it but not as much as some of her other songs No, I just like to listen to it"
191,a,"My brother illegally used this song in a promo video for his videography company haha. He was not given consent by the band, nor did he ask for it. /It is a great introduction to the rest of the album that hits really heavy, but the piano and build up is a super hyped way to begin./Since it feeds directly into the opening song, on shuffle it gets you hyped and then it changes to something completely different and it never works out properly. It's like musical blueballs./No not really. It has no significance."
191,b,"My brother's drinking problem.\It's a powerful song about alcohol dependencies and it reminds me of a place I hope to never reach.\It has a sense of peacefulness about it, but at the same time, when you actually listen to the lyrics, it's quite sad.\No it's not ""my song"" or anything but it definitely has some power behind it when I listen to it."
192,a,There are better songs in this playlist that could have come up first!  I find it easy to listen to  It is easy to listen to  No
192,b,It's sad  It's calming and good to listen to when working  It's easy to listen to and has good lyrics  No
193,a,"Yay!  A nice steady, funky track with a bit of an edge./I've liked the band for a while but only have 2 favourite tracks by them./It's been a while since I've heard it and I'm not sharing listening to it with anyone else./Yes, it takes me back to a time when I was younger and more into the alternative music scene."
193,b,Apple Music has overwritten the track on my original playlist.  This is different from the original I had saved.\I enjoy 80s music and films and this ties the two together and reminds me of attempting breakdancing at school!\It was interesting to pick out the differences between this Apple Music imposed version instead of my originally saved track.\Not particularly.
194,a,"Terrible chorus/Just part of the album I downloaded, not really listened to the song much before/Verses are decent, so is the bear during the verses but the chorus is just so boring/No, usually skip it if it ever comes on"
194,b,"Future really ruined this track, but it's still so good\The Weeknd is my favourite artist and so anything he's released is saved on my phone\Good beat, great vocals\No, don't really see how you can with a song, regardless of how much I like it"
